Gene Symbol,Ensembl ID,Biotype,Tractability
TAF2,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000064313"" target=""_blank"">ENSG00000064313</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Structure with Ligand</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Database Ubiquitination</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Half-life Data</span>"
TBC1D3L,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000274512"" target=""_blank"">ENSG00000274512</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt loc med conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">GO CC med conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt Ubiquitination</span>"
TCF7L2,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000148737"" target=""_blank"">ENSG00000148737</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">High-Quality Ligand</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt Ubiquitination</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Database Ubiquitination</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Small Molecule Binder</span>"
TCP11L2,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000166046"" target=""_blank"">ENSG00000166046</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Database Ubiquitination</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Half-life Data</span>"
TDRD1,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000095627"" target=""_blank"">ENSG00000095627</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Structure with Ligand</span>"
TEX48,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000230601"" target=""_blank"">ENSG00000230601</a>",protein_coding,NaN
THAP5,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000177683"" target=""_blank"">ENSG00000177683</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Database Ubiquitination</span>"
THAP9-AS1,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000251022"" target=""_blank"">ENSG00000251022</a>",lncRNA,NaN
THEMIS,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000172673"" target=""_blank"">ENSG00000172673</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Database Ubiquitination</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Half-life Data</span>"
THOC7,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000163634"" target=""_blank"">ENSG00000163634</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Database Ubiquitination</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Half-life Data</span>"
THSD7B,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000144229"" target=""_blank"">ENSG00000144229</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt SigP or TMHMM</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">GO CC med conf</span>"
THUMPD1,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000066654"" target=""_blank"">ENSG00000066654</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Database Ubiquitination</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Half-life Data</span>"
TJAP1,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000137221"" target=""_blank"">ENSG00000137221</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt loc high conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt loc med conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">GO CC med conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Database Ubiquitination</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Half-life Data</span>"
TM2D1,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000162604"" target=""_blank"">ENSG00000162604</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt SigP or TMHMM</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">GO CC med conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Database Ubiquitination</span>"
TMC4,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000167608"" target=""_blank"">ENSG00000167608</a>",protein_coding,NaN
TMEM132C,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000181234"" target=""_blank"">ENSG00000181234</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt SigP or TMHMM</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Human Protein Atlas loc</span>"
TMEM170B,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000205269"" target=""_blank"">ENSG00000205269</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt loc high conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">GO CC high conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt SigP or TMHMM</span>"
TMEM178A,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000152154"" target=""_blank"">ENSG00000152154</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt SigP or TMHMM</span>"
TMEM178B,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000261115"" target=""_blank"">ENSG00000261115</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt SigP or TMHMM</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Half-life Data</span>"
TMEM247,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000284701"" target=""_blank"">ENSG00000284701</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt SigP or TMHMM</span>"
TMEM267,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000151881"" target=""_blank"">ENSG00000151881</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt SigP or TMHMM</span>"
TMEM69,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000159596"" target=""_blank"">ENSG00000159596</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt SigP or TMHMM</span>"
TMOD3,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000138594"" target=""_blank"">ENSG00000138594</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Database Ubiquitination</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Half-life Data</span>"
TMPRSS3,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000160183"" target=""_blank"">ENSG00000160183</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt SigP or TMHMM</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Database Ubiquitination</span>"
TPTE2,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000132958"" target=""_blank"">ENSG00000132958</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt SigP or TMHMM</span>"
TRAPPC13,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000113597"" target=""_blank"">ENSG00000113597</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Human Protein Atlas loc</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Database Ubiquitination</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Half-life Data</span>"
TRIM51,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000124900"" target=""_blank"">ENSG00000124900</a>",protein_coding,NaN
TRIM51CP,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000249910"" target=""_blank"">ENSG00000249910</a>",unprocessed_pseudogene,NaN
TSBP1-AS1,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000225914"" target=""_blank"">ENSG00000225914</a>",lncRNA,NaN
TTLL3,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000214021"" target=""_blank"">ENSG00000214021</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Database Ubiquitination</span>"
TWSG1,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000128791"" target=""_blank"">ENSG00000128791</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt loc med conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">UniProt SigP or TMHMM</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">GO CC med conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Database Ubiquitination</span>"
U8,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000200026"" target=""_blank"">ENSG00000200026</a>",snoRNA,NaN
U8,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000206987"" target=""_blank"">ENSG00000206987</a>",snoRNA,NaN
UBA6,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000033178"" target=""_blank"">ENSG00000033178</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Structure with Ligand</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">High-Quality Ligand</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Druggable Family</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Database Ubiquitination</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Half-life Data</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Small Molecule Binder</span>"
UBLCP1,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000164332"" target=""_blank"">ENSG00000164332</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">High-Quality Ligand</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Database Ubiquitination</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Half-life Data</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Small Molecule Binder</span>"
UBR5-DT,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000246263"" target=""_blank"">ENSG00000246263</a>",lncRNA,NaN
UCHL1,"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000154277"" target=""_blank"">ENSG00000154277</a>",protein_coding,"<span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Structure with Ligand</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">High-Quality Ligand</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Med-Quality Pocket</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Druggable Family</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">GO CC high conf</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Database Ubiquitination</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Half-life Data</span> <span style=""background-color:#d1c4e9; color:#4a148c; padding:4px 8px; border-radius:10px; margin:2px; display:inline-block;"">Small Molecule Binder</span>"
