Gene,Gene Name,log_2 fold change,Biotype,Tractability,Drug,Interaction Type,PMID,Interaction Score,Pathways
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000212283"" target=""_blank"">ENSG00000212283</a>",SNORD89,3.2,snoRNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000212527"" target=""_blank"">ENSG00000212527</a>",RNA5SP63,1.9,rRNA_pseudogene,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000212605"" target=""_blank"">ENSG00000212605</a>",RNU1-56P,1.6,snRNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000212938"" target=""_blank"">ENSG00000212938</a>",KRTAP6-3,1.5,protein_coding,NaN,,,,,Keratinization R-HSA-6805567
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000213199"" target=""_blank"">ENSG00000213199</a>",ASIC3,1.6,protein_coding,High-Quality Ligand Druggable Family UniProt loc high conf GO CC high conf UniProt SigP or TMHMM Small Molecule Binder,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000213398"" target=""_blank"">ENSG00000213398</a>",LCAT,1.6,protein_coding,Structure with Ligand High-Quality Ligand UniProt loc high conf GO CC high conf UniProt SigP or TMHMM Small Molecule Binder,MEDI6012; PREDNISOLONE; STREPTOZOCIN; TESTOSTERONE; TESTOSTERONE PROPIONATE,N/A,18436977; 2314540; 25657982; 3383436; 3766045,5.045369510345546,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000213416"" target=""_blank"">ENSG00000213416</a>",KRTAP4-12,2.2,protein_coding,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000213965"" target=""_blank"">ENSG00000213965</a>",NUDT19,1.6,protein_coding,Database Ubiquitination Half-life Data,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000214021"" target=""_blank"">ENSG00000214021</a>",TTLL3,1.6,protein_coding,Database Ubiquitination,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000214575"" target=""_blank"">ENSG00000214575</a>",CPEB1,2.0,protein_coding,Database Ubiquitination,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000214814"" target=""_blank"">ENSG00000214814</a>",FER1L6,2.3,protein_coding,GO CC high conf UniProt SigP or TMHMM Human Protein Atlas loc Database Ubiquitination,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000214880"" target=""_blank"">ENSG00000214880</a>",OR7E5P,1.9,unprocessed_pseudogene,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000215454"" target=""_blank"">ENSG00000215454</a>",KRTAP10-4,2.2,protein_coding,NaN,ASPIRIN; CLOPIDOGREL,N/A,34158603,1.0390483180259722,Keratinization R-HSA-6805567
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000215790"" target=""_blank"">ENSG00000215790</a>",SLC35E2A,1.6,transcribed_unprocessed_pseudogene,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000216863"" target=""_blank"">ENSG00000216863</a>",LY86-AS1,1.5,lncRNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000219545"" target=""_blank"">ENSG00000219545</a>",UMAD1,1.5,protein_coding,Database Ubiquitination Half-life Data,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000221836"" target=""_blank"">ENSG00000221836</a>",OR2A5,1.5,protein_coding,UniProt loc med conf UniProt SigP or TMHMM GO CC med conf,,,,,Expression And Translocation Of Olfactory Receptors R-HSA-9752946; Olfactory Signaling Pathway R-HSA-381753
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000221864"" target=""_blank"">ENSG00000221864</a>",KRTAP12-2,2.0,protein_coding,NaN,,,,,Keratinization R-HSA-6805567
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000222404"" target=""_blank"">ENSG00000222404</a>",RN7SKP281,1.6,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000222405"" target=""_blank"">ENSG00000222405</a>",RNU4-65P,2.0,snRNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000222743"" target=""_blank"">ENSG00000222743</a>",RNU6-1190P,1.6,snRNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000222844"" target=""_blank"">ENSG00000222844</a>",RNU6-321P,1.7,snRNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000222859"" target=""_blank"">ENSG00000222859</a>",RN7SKP136,2.1,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000222969"" target=""_blank"">ENSG00000222969</a>",RN7SKP8,1.6,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000223047"" target=""_blank"">ENSG00000223047</a>",RNU6-847P,1.8,snRNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000223087"" target=""_blank"">ENSG00000223087</a>",RNU6-602P,1.5,snRNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000224854"" target=""_blank"">ENSG00000224854</a>",CDKN2A-AS1,1.7,lncRNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000225016"" target=""_blank"">ENSG00000225016</a>",LINC00328-2P,3.7,,,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000225914"" target=""_blank"">ENSG00000225914</a>",TSBP1-AS1,1.8,lncRNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000226094"" target=""_blank"">ENSG00000226094</a>",RPL7P3,1.8,processed_pseudogene,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000228915"" target=""_blank"">ENSG00000228915</a>",OR7E128P,1.5,transcribed_unprocessed_pseudogene,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000230068"" target=""_blank"">ENSG00000230068</a>",CDC42-IT1,3.5,lncRNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000230601"" target=""_blank"">ENSG00000230601</a>",TEX48,1.6,protein_coding,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000230655"" target=""_blank"">ENSG00000230655</a>",OR7E55P,1.5,unprocessed_pseudogene,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000230910"" target=""_blank"">ENSG00000230910</a>",ADGRB3-DT,2.1,lncRNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000231436"" target=""_blank"">ENSG00000231436</a>",RBMY3AP,1.5,transcribed_unprocessed_pseudogene,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000231924"" target=""_blank"">ENSG00000231924</a>",PSG1,1.7,protein_coding,UniProt loc high conf GO CC high conf UniProt SigP or TMHMM,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000232022"" target=""_blank"">ENSG00000232022</a>",FAAHP1,2.9,transcribed_unprocessed_pseudogene,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000232128"" target=""_blank"">ENSG00000232128</a>",MTCO3P45,4.8,processed_pseudogene,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000232406"" target=""_blank"">ENSG00000232406</a>",EPB41L1-AS1,1.9,,,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000233827"" target=""_blank"">ENSG00000233827</a>",CCNQP1,1.5,processed_pseudogene,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000234386"" target=""_blank"">ENSG00000234386</a>",OR7E162P,1.8,transcribed_unprocessed_pseudogene,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000234444"" target=""_blank"">ENSG00000234444</a>",ZNF736,1.5,protein_coding,Database Ubiquitination,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000235408"" target=""_blank"">ENSG00000235408</a>",SNORA71B,4.4,snoRNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000235855"" target=""_blank"">ENSG00000235855</a>",OR7E145P,2.9,unprocessed_pseudogene,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000235908"" target=""_blank"">ENSG00000235908</a>",RHOA-IT1,1.5,lncRNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000239035"" target=""_blank"">ENSG00000239035</a>",SNORD13D,2.8,snoRNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000239175"" target=""_blank"">ENSG00000239175</a>",RNU6-1218P,2.3,snRNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000239333"" target=""_blank"">ENSG00000239333</a>",RN7SL658P,1.7,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000239419"" target=""_blank"">ENSG00000239419</a>",RN7SL535P,1.6,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000239555"" target=""_blank"">ENSG00000239555</a>",RN7SL841P,2.2,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000240014"" target=""_blank"">ENSG00000240014</a>",RN7SL254P,1.6,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000240053"" target=""_blank"">ENSG00000240053</a>",LY6G5B,2.1,protein_coding,UniProt loc high conf UniProt SigP or TMHMM GO CC med conf,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000240173"" target=""_blank"">ENSG00000240173</a>",RN7SL771P,1.6,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000240199"" target=""_blank"">ENSG00000240199</a>",RN7SL520P,2.0,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000240403"" target=""_blank"">ENSG00000240403</a>",KIR3DL2,1.6,protein_coding,Advanced Clinical GO CC high conf UniProt loc med conf UniProt SigP or TMHMM Database Ubiquitination,LACUTAMAB,inhibitor,,26.10189927944276,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000240474"" target=""_blank"">ENSG00000240474</a>",RN7SL116P,1.6,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000241123"" target=""_blank"">ENSG00000241123</a>",KRTAP10-5,2.1,protein_coding,NaN,,,,,Keratinization R-HSA-6805567
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000241229"" target=""_blank"">ENSG00000241229</a>",RN7SL443P,1.5,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000241248"" target=""_blank"">ENSG00000241248</a>",RN7SL727P,1.6,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000241598"" target=""_blank"">ENSG00000241598</a>",KRTAP5-4,2.8,protein_coding,NaN,,,,,Keratinization R-HSA-6805567
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000242019"" target=""_blank"">ENSG00000242019</a>",KIR3DL3,1.6,protein_coding,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000242752"" target=""_blank"">ENSG00000242752</a>",NMTRQ-TTG12-1,1.9,,,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000243049"" target=""_blank"">ENSG00000243049</a>",RN7SL33P,1.6,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000243137"" target=""_blank"">ENSG00000243137</a>",PSG4,1.5,protein_coding,UniProt loc high conf UniProt SigP or TMHMM GO CC med conf,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000243147"" target=""_blank"">ENSG00000243147</a>",MRPL33,1.5,protein_coding,Structure with Ligand Half-life Data,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000243660"" target=""_blank"">ENSG00000243660</a>",ZNF487,1.9,protein_coding,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000243782"" target=""_blank"">ENSG00000243782</a>",RN7SL78P,1.5,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000244056"" target=""_blank"">ENSG00000244056</a>",RN7SL417P,2.1,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000244066"" target=""_blank"">ENSG00000244066</a>",RN7SL148P,1.6,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000244222"" target=""_blank"">ENSG00000244222</a>",OR7E121P,1.6,unprocessed_pseudogene,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000244411"" target=""_blank"">ENSG00000244411</a>",KRTAP5-7,2.5,protein_coding,NaN,,,,,Keratinization R-HSA-6805567
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000244537"" target=""_blank"">ENSG00000244537</a>",KRTAP4-2,1.5,protein_coding,NaN,,,,,Keratinization R-HSA-6805567
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000244734"" target=""_blank"">ENSG00000244734</a>",HBB,1.5,protein_coding,Approved Drug Structure with Ligand High-Quality Ligand High-Quality Pocket Druggable Family GO CC high conf Small Molecule Binder Approved Drug,"(3Z)-N,N-DIMETHYL-2-OXO-3-(4,5,6,7-TETRAHYDRO-1H-INDOL-2-YLMETHYLIDENE)-2,3-DIHYDRO-1H-INDOLE-5-SULFONAMIDE; 5-FLUOROURIDINE; 8-AZAGUANINE; AES-103; AZACITIDINE; AZATHIOPRINE; BETIBEGLOGENE AUTOTEMCEL; CAMPTOTHECIN; CHEMBL:CHEMBL374632; CHEMBL:CHEMBL458765; CHEMBL:CHEMBL515505; CRIZANLIZUMAB; EFAPROXIRAL; ELLAGIC ACID; ELLIPTECINE; FLUOROURACIL; HYDROXYCAMPTOTHECIN; LUSPATERCEPT; MERCAPTOPURINE; MERCURIC CHLORIDE; NEBULARINE; PHENAZOPYRIDINE HYDROCHLORIDE; PHENYLMERCURIC ACETATE; QUINACRINE DIHYDROCHLORIDE; THIOGUANINE; THIOINOSINE; TOPOTECAN HYDROCHLORIDE; VITAMIN K3; VOXELOTOR",N/A; negative modulator; positive modulator,,0.4028176417190217,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000246223"" target=""_blank"">ENSG00000246223</a>",LINC01550,1.6,lncRNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000246263"" target=""_blank"">ENSG00000246263</a>",UBR5-DT,1.7,lncRNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000249437"" target=""_blank"">ENSG00000249437</a>",NAIP,2.0,protein_coding,Structure with Ligand Half-life Data,BIRINAPANT; LCL161,inhibitor,,3.495790082068227,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000249861"" target=""_blank"">ENSG00000249861</a>",LGALS16,2.6,protein_coding,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000249910"" target=""_blank"">ENSG00000249910</a>",TRIM51CP,1.7,unprocessed_pseudogene,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000251022"" target=""_blank"">ENSG00000251022</a>",THAP9-AS1,1.6,lncRNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000251781"" target=""_blank"">ENSG00000251781</a>",RNA5SP356,1.7,rRNA_pseudogene,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000252086"" target=""_blank"">ENSG00000252086</a>",RNA5SP76,1.8,rRNA_pseudogene,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000252199"" target=""_blank"">ENSG00000252199</a>",SNORA70,2.4,snoRNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000252199"" target=""_blank"">ENSG00000252199</a>",SNORA70,2.4,snoRNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000252223"" target=""_blank"">ENSG00000252223</a>",RNU6-1049P,1.5,snRNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000252292"" target=""_blank"">ENSG00000252292</a>",RN7SKP238,1.7,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000252521"" target=""_blank"">ENSG00000252521</a>",RNU5D-2P,2.2,snRNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000252594"" target=""_blank"">ENSG00000252594</a>",RNU6-656P,1.8,snRNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000252826"" target=""_blank"">ENSG00000252826</a>",RNVU1-23,2.2,snRNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000252950"" target=""_blank"">ENSG00000252950</a>",RNA5SP490,1.6,rRNA_pseudogene,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000252978"" target=""_blank"">ENSG00000252978</a>",RN7SKP183,1.6,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000253042"" target=""_blank"">ENSG00000253042</a>",SNORA70,1.8,snoRNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000253042"" target=""_blank"">ENSG00000253042</a>",SNORA70,1.8,snoRNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000254681"" target=""_blank"">ENSG00000254681</a>",PKD1P5,2.6,transcribed_unprocessed_pseudogene,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000254997"" target=""_blank"">ENSG00000254997</a>",KRTAP5-9,2.2,protein_coding,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000255150"" target=""_blank"">ENSG00000255150</a>",EID3,1.5,protein_coding,Database Ubiquitination,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000258573"" target=""_blank"">ENSG00000258573</a>",RNASE11-AS1,1.5,,,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000260357"" target=""_blank"">ENSG00000260357</a>",DNM1P34,1.7,transcribed_unprocessed_pseudogene,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000261115"" target=""_blank"">ENSG00000261115</a>",TMEM178B,1.7,protein_coding,UniProt SigP or TMHMM Half-life Data,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000262085"" target=""_blank"">ENSG00000262085</a>",OR1P1,2.2,protein_coding,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000262188"" target=""_blank"">ENSG00000262188</a>",LINC01978,1.5,lncRNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000262585"" target=""_blank"">ENSG00000262585</a>",LINC01979,2.1,lncRNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000263006"" target=""_blank"">ENSG00000263006</a>",ROCK1P1,2.0,transcribed_unprocessed_pseudogene,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000263740"" target=""_blank"">ENSG00000263740</a>",RN7SL4P,1.7,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000264767"" target=""_blank"">ENSG00000264767</a>",RN7SL237P,1.9,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000265386"" target=""_blank"">ENSG00000265386</a>",RN7SL219P,1.8,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000265828"" target=""_blank"">ENSG00000265828</a>",MIR3939,3.4000000000000004,miRNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000265885"" target=""_blank"">ENSG00000265885</a>",RN7SL783P,2.1,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000266467"" target=""_blank"">ENSG00000266467</a>",RN7SL220P,1.6,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000266720"" target=""_blank"">ENSG00000266720</a>",RN7SL14P,1.8,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000266976"" target=""_blank"">ENSG00000266976</a>",ERVE-5,2.2,lncRNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000267065"" target=""_blank"">ENSG00000267065</a>",LINC02080,1.8,lncRNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000267259"" target=""_blank"">ENSG00000267259</a>",ERVE-1,1.6,lncRNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000267519"" target=""_blank"">ENSG00000267519</a>",MIR23AHG,1.7,lncRNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000267696"" target=""_blank"">ENSG00000267696</a>",ERVK-28,1.8,lncRNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000268104"" target=""_blank"">ENSG00000268104</a>",SLC6A14,1.5,protein_coding,High-Quality Ligand Druggable Family GO CC high conf UniProt loc med conf UniProt SigP or TMHMM Human Protein Atlas loc,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000271394"" target=""_blank"">ENSG00000271394</a>",7SK,1.6,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000271814"" target=""_blank"">ENSG00000271814</a>",RN7SKP290,1.5,misc_RNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000272253"" target=""_blank"">ENSG00000272253</a>",RNA5SP386,1.6,rRNA_pseudogene,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000272804"" target=""_blank"">ENSG00000272804</a>",KRTAP10-7,1.5,protein_coding,NaN,,,,,Keratinization R-HSA-6805567
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000273142"" target=""_blank"">ENSG00000273142</a>",LINC02604,1.5,lncRNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000274512"" target=""_blank"">ENSG00000274512</a>",TBC1D3L,2.0,protein_coding,UniProt loc med conf GO CC med conf UniProt Ubiquitination,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000274602"" target=""_blank"">ENSG00000274602</a>",PI4KAP1,3.0,transcribed_unprocessed_pseudogene,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000275302"" target=""_blank"">ENSG00000275302</a>",CCL4,2.1,protein_coding,GO CC high conf UniProt loc med conf UniProt SigP or TMHMM,CLODRONIC ACID; CYCLOSPORINE; EPOETIN ALFA,N/A,12388372; 15153516; 17119331,1.5291665267896002,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000279263"" target=""_blank"">ENSG00000279263</a>",OR2L8,2.1,protein_coding,UniProt loc med conf UniProt SigP or TMHMM GO CC med conf,,,,,Expression And Translocation Of Olfactory Receptors R-HSA-9752946; Olfactory Signaling Pathway R-HSA-381753
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000283170"" target=""_blank"">ENSG00000283170</a>",MIR382,2.2,miRNA,NaN,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000284701"" target=""_blank"">ENSG00000284701</a>",TMEM247,1.5,protein_coding,UniProt SigP or TMHMM,,,,,
"<a href=""https://www.ensembl.org/Multi/Search/Results?q=ENSG00000284736"" target=""_blank"">ENSG00000284736</a>",RNA5SP343,1.9,rRNA,NaN,,,,,
